Found local copy...
Found local copy...
Found local copy...
These perturbations are not in the GO graph and their perturbation can thus not be predicted
['RHOXF2BB+ctrl' 'LYL1+IER5L' 'ctrl+IER5L' 'KIAA1804+ctrl' 'IER5L+ctrl'
 'RHOXF2BB+ZBTB25' 'RHOXF2BB+SET']
Local copy of pyg dataset is detected. Loading...
Done!
Local copy of split is detected. Loading...
Simulation split test composition:
combo_seen0:9
combo_seen1:43
combo_seen2:19
unseen_single:36
Done!
Creating dataloaders....
Done!
Found local copy...
[HCE] GO terms: 16, lambda_hce: 0.3, n_genes: 5045, n_perts: 9853
Start Training with HCE...
Epoch 10 Step 1301 | total=0.5001 mse=0.4992 hce=0.0031
Epoch 10 Step 1351 | total=0.4332 mse=0.4321 hce=0.0037
Epoch 10 Step 1401 | total=0.5092 mse=0.5085 hce=0.0024
Epoch 10 Step 1451 | total=0.5410 mse=0.5400 hce=0.0034
Epoch 10 Step 1501 | total=0.4815 mse=0.4806 hce=0.0032
Epoch 10 Step 1551 | total=0.5041 mse=0.5034 hce=0.0025
Epoch 10: Val MSE=0.0741 | Val Pearson=0.8157 | HCE loss=0.0050
Epoch 11 Step 1 | total=0.5777 mse=0.5765 hce=0.0042
Epoch 11 Step 51 | total=0.4477 mse=0.4467 hce=0.0030
Epoch 11 Step 101 | total=0.5308 mse=0.5302 hce=0.0021
Epoch 11 Step 151 | total=0.5360 mse=0.5349 hce=0.0036
Epoch 11 Step 201 | total=0.6232 mse=0.6227 hce=0.0016
Epoch 11 Step 251 | total=0.4703 mse=0.4696 hce=0.0026
Epoch 11 Step 301 | total=0.4729 mse=0.4718 hce=0.0039
Epoch 11 Step 351 | total=0.6072 mse=0.6041 hce=0.0105
Epoch 11 Step 401 | total=0.5323 mse=0.5294 hce=0.0097
Epoch 11 Step 451 | total=0.4969 mse=0.4961 hce=0.0025
Epoch 11 Step 501 | total=0.5734 mse=0.5727 hce=0.0023
Epoch 11 Step 551 | total=0.5068 mse=0.5059 hce=0.0032
Epoch 11 Step 601 | total=0.5113 mse=0.5107 hce=0.0021
Epoch 11 Step 651 | total=0.5275 mse=0.5268 hce=0.0024
Epoch 11 Step 701 | total=0.5216 mse=0.5209 hce=0.0025
Epoch 11 Step 751 | total=0.5581 mse=0.5574 hce=0.0022
Epoch 11 Step 801 | total=0.4798 mse=0.4788 hce=0.0034
Epoch 11 Step 851 | total=0.6000 mse=0.5936 hce=0.0213
Epoch 11 Step 901 | total=0.5674 mse=0.5666 hce=0.0028
Epoch 11 Step 951 | total=0.4776 mse=0.4770 hce=0.0022
Epoch 11 Step 1001 | total=0.5174 mse=0.5164 hce=0.0031
Epoch 11 Step 1051 | total=0.6152 mse=0.6143 hce=0.0033
Epoch 11 Step 1101 | total=0.4760 mse=0.4753 hce=0.0025
Epoch 11 Step 1151 | total=0.5018 mse=0.5012 hce=0.0021
Epoch 11 Step 1201 | total=0.5135 mse=0.5127 hce=0.0027
Epoch 11 Step 1251 | total=0.5333 mse=0.5325 hce=0.0028
Epoch 11 Step 1301 | total=0.5611 mse=0.5604 hce=0.0023
Epoch 11 Step 1351 | total=0.5437 mse=0.5404 hce=0.0110
Epoch 11 Step 1401 | total=0.4905 mse=0.4895 hce=0.0032
Epoch 11 Step 1451 | total=0.5797 mse=0.5788 hce=0.0027
Epoch 11 Step 1501 | total=0.5127 mse=0.5116 hce=0.0037
Epoch 11 Step 1551 | total=0.4713 mse=0.4704 hce=0.0029
Epoch 11: Val MSE=0.0739 | Val Pearson=0.8158 | HCE loss=0.0049
Epoch 12 Step 1 | total=0.5456 mse=0.5444 hce=0.0038
Epoch 12 Step 51 | total=0.5239 mse=0.5230 hce=0.0029
Epoch 12 Step 101 | total=0.4759 mse=0.4750 hce=0.0030
Epoch 12 Step 151 | total=0.5337 mse=0.5329 hce=0.0029
Epoch 12 Step 201 | total=0.4997 mse=0.4953 hce=0.0147
Epoch 12 Step 251 | total=0.5092 mse=0.5084 hce=0.0025
Epoch 12 Step 301 | total=0.5354 mse=0.5321 hce=0.0109
Epoch 12 Step 351 | total=0.5673 mse=0.5662 hce=0.0036
Epoch 12 Step 401 | total=0.4762 mse=0.4754 hce=0.0028
Epoch 12 Step 451 | total=0.5055 mse=0.5047 hce=0.0029
Epoch 12 Step 501 | total=0.5910 mse=0.5903 hce=0.0026
Epoch 12 Step 551 | total=0.5008 mse=0.5000 hce=0.0028
Epoch 12 Step 601 | total=0.5200 mse=0.5172 hce=0.0096
Epoch 12 Step 651 | total=0.4952 mse=0.4944 hce=0.0027
Epoch 12 Step 701 | total=0.4975 mse=0.4965 hce=0.0035
Epoch 12 Step 751 | total=0.5519 mse=0.5512 hce=0.0023
Epoch 12 Step 801 | total=0.4691 mse=0.4676 hce=0.0048
Epoch 12 Step 851 | total=0.5779 mse=0.5772 hce=0.0023
Epoch 12 Step 901 | total=0.5058 mse=0.5051 hce=0.0024
Epoch 12 Step 951 | total=0.5568 mse=0.5514 hce=0.0181
Epoch 12 Step 1001 | total=0.5420 mse=0.5412 hce=0.0027
Epoch 12 Step 1051 | total=0.5093 mse=0.5085 hce=0.0027
Epoch 12 Step 1101 | total=0.5134 mse=0.5128 hce=0.0023
Epoch 12 Step 1151 | total=0.5572 mse=0.5564 hce=0.0025
Epoch 12 Step 1201 | total=0.6189 mse=0.6181 hce=0.0025
Epoch 12 Step 1251 | total=0.5794 mse=0.5784 hce=0.0033
Epoch 12 Step 1301 | total=0.5077 mse=0.5066 hce=0.0035
Epoch 12 Step 1351 | total=0.5225 mse=0.5213 hce=0.0041
Epoch 12 Step 1401 | total=0.6031 mse=0.6025 hce=0.0021
Epoch 12 Step 1451 | total=0.5212 mse=0.5206 hce=0.0018
Epoch 12 Step 1501 | total=0.5075 mse=0.5051 hce=0.0080
Epoch 12 Step 1551 | total=0.4934 mse=0.4926 hce=0.0025
Epoch 12: Val MSE=0.0738 | Val Pearson=0.8162 | HCE loss=0.0050
Epoch 13 Step 1 | total=0.5720 mse=0.5714 hce=0.0020
Epoch 13 Step 51 | total=0.5909 mse=0.5900 hce=0.0032
Epoch 13 Step 101 | total=0.4882 mse=0.4876 hce=0.0021
Epoch 13 Step 151 | total=0.5388 mse=0.5379 hce=0.0030
Epoch 13 Step 201 | total=0.5164 mse=0.5127 hce=0.0123
Epoch 13 Step 251 | total=0.4821 mse=0.4788 hce=0.0111
Epoch 13 Step 301 | total=0.5362 mse=0.5354 hce=0.0026
Epoch 13 Step 351 | total=0.4800 mse=0.4792 hce=0.0027
Epoch 13 Step 401 | total=0.5198 mse=0.5190 hce=0.0027
Epoch 13 Step 451 | total=0.4810 mse=0.4806 hce=0.0015
Epoch 13 Step 501 | total=0.4761 mse=0.4695 hce=0.0220
Epoch 13 Step 551 | total=0.5126 mse=0.5115 hce=0.0037
Epoch 13 Step 601 | total=0.4880 mse=0.4873 hce=0.0025
Epoch 13 Step 651 | total=0.5787 mse=0.5779 hce=0.0028
Epoch 13 Step 701 | total=0.5579 mse=0.5572 hce=0.0024
Epoch 13 Step 751 | total=0.5141 mse=0.5125 hce=0.0054
Epoch 13 Step 801 | total=0.4803 mse=0.4798 hce=0.0017
Epoch 13 Step 851 | total=0.5194 mse=0.5185 hce=0.0030
Epoch 13 Step 901 | total=0.4893 mse=0.4884 hce=0.0032
Epoch 13 Step 951 | total=0.5555 mse=0.5545 hce=0.0034
Epoch 13 Step 1001 | total=0.4714 mse=0.4704 hce=0.0032
Epoch 13 Step 1051 | total=0.5392 mse=0.5385 hce=0.0023
Epoch 13 Step 1101 | total=0.4712 mse=0.4704 hce=0.0029
Epoch 13 Step 1151 | total=0.5009 mse=0.5000 hce=0.0031
Epoch 13 Step 1201 | total=0.5412 mse=0.5405 hce=0.0023
Epoch 13 Step 1251 | total=0.4747 mse=0.4740 hce=0.0025
Epoch 13 Step 1301 | total=0.5095 mse=0.5082 hce=0.0043
Epoch 13 Step 1351 | total=0.4580 mse=0.4567 hce=0.0043
Epoch 13 Step 1401 | total=0.5252 mse=0.5179 hce=0.0243
Epoch 13 Step 1451 | total=0.4669 mse=0.4663 hce=0.0018
Epoch 13 Step 1501 | total=0.4739 mse=0.4725 hce=0.0046
Epoch 13 Step 1551 | total=0.5124 mse=0.5116 hce=0.0027
Epoch 13: Val MSE=0.0741 | Val Pearson=0.8157 | HCE loss=0.0048
Epoch 14 Step 1 | total=0.5225 mse=0.5212 hce=0.0043
Epoch 14 Step 51 | total=0.4848 mse=0.4837 hce=0.0039
Epoch 14 Step 101 | total=0.6059 mse=0.6049 hce=0.0036
Epoch 14 Step 151 | total=0.4731 mse=0.4722 hce=0.0031
Epoch 14 Step 201 | total=0.4610 mse=0.4605 hce=0.0017
Epoch 14 Step 251 | total=0.5928 mse=0.5921 hce=0.0023
Epoch 14 Step 301 | total=0.6151 mse=0.6137 hce=0.0044
Epoch 14 Step 351 | total=0.4966 mse=0.4959 hce=0.0026
Epoch 14 Step 401 | total=0.5287 mse=0.5249 hce=0.0127
Epoch 14 Step 451 | total=0.5104 mse=0.5073 hce=0.0104
Epoch 14 Step 501 | total=0.5117 mse=0.5109 hce=0.0024
Epoch 14 Step 551 | total=0.4770 mse=0.4764 hce=0.0021
Epoch 14 Step 601 | total=0.4770 mse=0.4764 hce=0.0021
Epoch 14 Step 651 | total=0.5289 mse=0.5283 hce=0.0020
Epoch 14 Step 701 | total=0.5130 mse=0.5123 hce=0.0021
Epoch 14 Step 751 | total=0.4975 mse=0.4966 hce=0.0032
Epoch 14 Step 801 | total=0.5566 mse=0.5523 hce=0.0145
Epoch 14 Step 851 | total=0.4810 mse=0.4793 hce=0.0056
Epoch 14 Step 901 | total=0.4822 mse=0.4814 hce=0.0027
Epoch 14 Step 951 | total=0.4779 mse=0.4773 hce=0.0020
Epoch 14 Step 1001 | total=0.5153 mse=0.5145 hce=0.0028
Epoch 14 Step 1051 | total=0.4802 mse=0.4791 hce=0.0038
Epoch 14 Step 1101 | total=0.5486 mse=0.5479 hce=0.0025
Epoch 14 Step 1151 | total=0.4947 mse=0.4853 hce=0.0313
Epoch 14 Step 1201 | total=0.4987 mse=0.4944 hce=0.0144
Epoch 14 Step 1251 | total=0.5264 mse=0.5257 hce=0.0026
Epoch 14 Step 1301 | total=0.5336 mse=0.5331 hce=0.0015
Epoch 14 Step 1351 | total=0.4714 mse=0.4707 hce=0.0023
Epoch 14 Step 1401 | total=0.5114 mse=0.5107 hce=0.0024
Epoch 14 Step 1451 | total=0.4900 mse=0.4890 hce=0.0033
Epoch 14 Step 1501 | total=0.5073 mse=0.5062 hce=0.0037
Epoch 14 Step 1551 | total=0.4756 mse=0.4749 hce=0.0022
Epoch 14: Val MSE=0.0736 | Val Pearson=0.8169 | HCE loss=0.0051
Epoch 15 Step 1 | total=0.4814 mse=0.4809 hce=0.0016
Epoch 15 Step 51 | total=0.5652 mse=0.5642 hce=0.0033
Epoch 15 Step 101 | total=0.5495 mse=0.5488 hce=0.0023
Epoch 15 Step 151 | total=0.5200 mse=0.5157 hce=0.0146
Epoch 15 Step 201 | total=0.4651 mse=0.4645 hce=0.0019
Epoch 15 Step 251 | total=0.5440 mse=0.5394 hce=0.0153
Epoch 15 Step 301 | total=0.4997 mse=0.4988 hce=0.0032
Epoch 15 Step 351 | total=0.5784 mse=0.5775 hce=0.0030
Epoch 15 Step 401 | total=0.4957 mse=0.4944 hce=0.0045
Epoch 15 Step 451 | total=0.5116 mse=0.5108 hce=0.0024
Epoch 15 Step 501 | total=0.5682 mse=0.5675 hce=0.0024
Epoch 15 Step 551 | total=0.5448 mse=0.5438 hce=0.0036
Epoch 15 Step 601 | total=0.4959 mse=0.4934 hce=0.0081
Epoch 15 Step 651 | total=0.4464 mse=0.4457 hce=0.0022
Epoch 15 Step 701 | total=0.5691 mse=0.5683 hce=0.0029
Epoch 15 Step 751 | total=0.5980 mse=0.5971 hce=0.0031
Epoch 15 Step 801 | total=0.4735 mse=0.4726 hce=0.0028
Epoch 15 Step 851 | total=0.4754 mse=0.4748 hce=0.0020
Epoch 15 Step 901 | total=0.4881 mse=0.4869 hce=0.0042
Epoch 15 Step 951 | total=0.5317 mse=0.5237 hce=0.0266
Epoch 15 Step 1001 | total=0.4876 mse=0.4867 hce=0.0029
Epoch 15 Step 1051 | total=0.5245 mse=0.5238 hce=0.0023
Epoch 15 Step 1101 | total=0.5056 mse=0.4966 hce=0.0302
Epoch 15 Step 1151 | total=0.5029 mse=0.5022 hce=0.0023
Epoch 15 Step 1201 | total=0.4460 mse=0.4426 hce=0.0112
Epoch 15 Step 1251 | total=0.5220 mse=0.5185 hce=0.0117
Epoch 15 Step 1301 | total=0.5134 mse=0.5126 hce=0.0028
Epoch 15 Step 1351 | total=0.5237 mse=0.5228 hce=0.0032
Epoch 15 Step 1401 | total=0.5282 mse=0.5275 hce=0.0025
Epoch 15 Step 1451 | total=0.5028 mse=0.5019 hce=0.0029
Epoch 15 Step 1501 | total=0.5624 mse=0.5616 hce=0.0027
Epoch 15 Step 1551 | total=0.5069 mse=0.5062 hce=0.0025
Epoch 15: Val MSE=0.0742 | Val Pearson=0.8153 | HCE loss=0.0049
Done!
Traceback (most recent call last):
  File "<frozen runpy>", line 198, in _run_module_as_main
  File "<frozen runpy>", line 88, in _run_code
  File "/data2/Atlas_Normal/HCE/gears_norman_hce.py", line 78, in <module>
    main()
  File "/data2/Atlas_Normal/HCE/gears_norman_hce.py", line 72, in main
    preds = gears.predict(parsed)
            ^^^^^^^^^^^^^^^^^^^^^
  File "/home/t1/miniconda3/envs/gears2/lib/python3.11/site-packages/gears/gears.py", line 360, in predict
    results_pred['_'.join(pert)] = np.mean(p.detach().cpu().numpy(), axis = 0)
                                           ^^^^^^^^
AttributeError: 'tuple' object has no attribute 'detach'
============================================================
GEARS + HCE: Norman 데이터 전체 학습
============================================================

[1] Norman PertData 로딩...
here1
  adata shape: (89357, 5045)
  train conds: 139
  test conds:  107

[2] GEARSWithHCE 초기화...

[3] 학습 시작 (epochs=15)...

[4] 모델 저장: /data4/HCE_gears_data/gears_hce_norman

[5] 예측 테스트...
